"V1","V2","V3","V4","V5","V6","V7"
0.0111583654479146,0.00965491588516564,0.00559119211344673,0.0155,0.0235,0.024,0.362
0.0128008605977356,0.00664041411700003,0.004338033703533,0.0085,0.0155,0.018,0.283166666666667
0.0101759038522173,0.0068301591952004,0.00459927806661802,0.012,0.016,0.0185,0.287833333333333
0.0138974247690479,0.00773322597711147,0.00631908948804553,0.0145,0.022,0.0225,0.322666666666667
0.0134444947061124,0.00670631839498577,0.00664351379916565,0.022,0.023,0.0245,0.3295
0.00954009046982636,0.00641785174396126,0.00731741099928641,0.011,0.022,0.018,0.291833333333333
0.00588349390993622,0.0043300290216499,0.00379012243823027,5e-04,0.0015,0.003,0.159833333333333
0.0139010384847621,0.0109007641896875,0.0108708081445925,0.0295,0.0305,0.029,0.39
0.0134610824171004,0.00997648627216538,0.0105773208483513,0.018,0.0275,0.0345,0.381833333333333
0.0123294431384466,0.00985774984985753,0.00649138534939734,0.012,0.022,0.03,0.321833333333333
0.00627118400143812,0.00576493572183819,0.00444364879494573,0.003,0.0065,0.009,0.214166666666667
0.0119710249400671,0.00504399527621618,0.00533555912460601,0.011,0.009,0.0135,0.259666666666667
0.0100488457028427,0.0103883903509001,0.0085261384160688,0.0205,0.025,0.029,0.375333333333333
0.0159988025206739,0.00777346262164902,0.00899639793091154,0.0145,0.0245,0.0235,0.358166666666667
0.0130923490592084,0.00544478221574386,0.00541268633241504,0.013,0.0205,0.017,0.316333333333333
0.0120735180006119,0.00733054294752034,0.00732783529077683,0.0155,0.0215,0.026,0.327166666666667
0.0046172755815613,0.00550438938351026,0.00438842056212186,5e-04,0,0.001,0.143333333333333
0.0100591420188958,0.00768356756727782,0.00482915524576988,0.0135,0.0175,0.0195,0.316166666666667
0.00572054913950518,0.0035185233425847,0.00281933113183113,0.0015,0.0025,0.0025,0.170166666666667
0.0114678541854647,0.00758894205721358,0.00431858770257351,0.0115,0.0205,0.0265,0.310166666666667
0.0119644853684852,0.00853710527952317,0.00628925775292544,0.014,0.0255,0.028,0.343666666666667
0.0106677581883574,0.00818564255203116,0.0077013627653673,0.018,0.025,0.03,0.341333333333333
0.00951797758934373,0.00376011530441476,0.00231669747844979,0.0035,0.0045,0.0045,0.196833333333333
0.00811585310827756,0.00361121348785247,0.00234021922826868,0.004,0.0065,0.0095,0.227333333333333
0.0145071446054577,0.00946577687590342,0.00879773183772851,0.0195,0.0265,0.025,0.368333333333333
0.00762148690104588,0.00457832739881941,0.0041583689669302,0.005,0.011,0.011,0.210166666666667
0.0156254283048909,0.00879049696830177,0.00942699772067821,0.0235,0.0225,0.024,0.3585
0.0136331499591001,0.0122088308959051,0.0108772198882852,0.0235,0.0255,0.0325,0.3815
0.00517856455357829,0.00433950324601861,0.00249706972285956,0.002,0.0045,0.004,0.173
0.00864586529541887,0.00453890281345638,0.00365601883235812,0,0.0025,5e-04,0.162666666666667
0.00650088194327549,0.00486362222930342,0.00344845215389515,0.003,0.007,0.0125,0.245333333333333
0.0148924151799063,0.00780011817371957,0.00776942111320587,0.011,0.021,0.0255,0.323666666666667
0.0116779527742341,0.00952617594553638,0.00790860203550981,0.021,0.031,0.0285,0.378166666666667
0.0057730294961033,0.00429246416866609,0.00262418533450907,0.005,0.004,0.0105,0.224333333333333
0.0115243162222901,0.00527296823636921,0.00385358820166741,0.006,0.0105,0.0085,0.234
0.0086914906241361,0.00832454175369853,0.00653676851455115,0.0165,0.0155,0.02,0.328666666666667
0.0133800402954799,0.00796804185071043,0.00808304254515418,0.019,0.027,0.0225,0.369166666666667
0.0113194080247739,0.00806440266586745,0.00937829940208624,0.02,0.031,0.03,0.378166666666667
0.0144535455599641,0.00943586331564582,0.0090750374533891,0.017,0.0225,0.028,0.355
0.0040815194039782,0.0073479141623029,0.00462069677741506,0.0015,5e-04,0.0025,0.154
0.0147967404869885,0.00960332398485214,0.00606462359028303,0.0175,0.024,0.0235,0.350833333333333
0.0135531230712206,0.00913729152664592,0.00792219739019814,0.0155,0.0275,0.0315,0.363166666666667
0.010652470867407,0.00727603986177517,0.00740806932344582,0.0155,0.0205,0.029,0.323166666666667
0.0115458871593659,0.00752292482659251,0.00628670893594772,0.0155,0.0275,0.023,0.312333333333333
0.00880915442250982,0.00522616336069549,0.00526679556422876,0.0075,0.0075,0.016,0.234833333333333
0.00524503061041523,0.00533643164019538,0.00315556135714103,5e-04,0.0055,0.007,0.206166666666667
0.00614645522001447,0.00718765393116584,0.00538136988782437,0.0055,0.0095,0.0085,0.235666666666667
0.00604115626437055,0.0029636254059331,0.00281033723221223,0.0015,0.003,0.003,0.162
0.0124473153070629,0.00829646685643293,0.00696173315628683,0.018,0.0245,0.027,0.358666666666667
0.0136212120328473,0.0072708800008929,0.0111755090586422,0.023,0.0315,0.0285,0.370333333333333
0.0140193986381399,0.00908165805653828,0.00603447118981584,0.015,0.025,0.023,0.366166666666667
0.00997559862941877,0.00709296872698856,0.00547440330958708,0.013,0.0205,0.022,0.319833333333333
0.00974094032385564,0.00694863862960371,0.00632962361797069,0.0145,0.019,0.021,0.293166666666667
0.011793900879841,0.00992578471181712,0.00652599977146347,0.0165,0.027,0.03,0.337
0.0116564424418452,0.00874160670528365,0.00690802485893936,0.0215,0.025,0.0275,0.362333333333333
0.0118162192559209,0.00902589521423188,0.0088398840685837,0.0205,0.0275,0.032,0.363166666666667
0.0101199387546122,0.00536294901581334,0.00435630534423689,0.0065,0.017,0.0265,0.302
0.0130158512888395,0.0102849170196779,0.00694289377459176,0.0175,0.028,0.0285,0.379666666666667
0.0148530703680223,0.00810991644698896,0.00645624529621782,0.019,0.0245,0.026,0.349666666666667
0.0129288424799823,0.00658563071388288,0.00515066816396841,0.017,0.0195,0.0235,0.309333333333333
0.0131518418587693,0.0102013298569077,0.0070528782589603,0.02,0.021,0.0275,0.344166666666667
0.0100053100330729,0.00712083317094993,0.00404636037793006,0.011,0.016,0.0155,0.288333333333333
0.0129287726851933,0.00877742304084712,0.00762047588356717,0.0195,0.027,0.0265,0.334166666666667
0.0149032736200881,0.00891972567329502,0.00899167052610828,0.0175,0.031,0.0225,0.378
0.010362219478434,0.00983425324933296,0.00817806173704442,0.017,0.0235,0.0285,0.341333333333333
0.00921845793375326,0.00654833727208769,0.00349162736282908,0.009,0.013,0.013,0.244333333333333
0.0120295065482881,0.00630534036780519,0.00433766633583483,0.0115,0.021,0.02,0.282166666666667
0.00761774944606675,0.00485643026700948,0.00254565549924878,0.0035,0.01,0.0075,0.221166666666667
0.00564207877935556,0.0043149911558222,0.00332758238701858,0.0065,0.0085,0.0095,0.214666666666667
0.0063517684328204,0.00561373619279796,0.00612221766467521,0.0115,0.021,0.023,0.2745
0.0123525978896052,0.00812125929886211,0.0077247114634034,0.02,0.0235,0.0345,0.366333333333333
0.0107115824796503,0.00938647982309082,0.0114958003612318,0.0205,0.028,0.0235,0.384
0.00992424380352338,0.00689170902014652,0.00707513633740875,0.014,0.0185,0.025,0.311
0.00899025715709532,0.00431144955192345,0.00338565601535725,0.004,0.01,0.016,0.244666666666667
0.0134352305095606,0.00876736262879182,0.0101241187365101,0.0245,0.023,0.025,0.392666666666667
0.0121191147367975,0.0100227132293774,0.00687779748376277,0.019,0.0285,0.031,0.348166666666667
0.00924224507749576,0.00729273584915381,0.00460853202812546,0.0095,0.0175,0.017,0.271
0.0056983762340515,0.00601443607213879,0.00311058903117886,0.005,0.01,0.012,0.216166666666667
0.0117126710400944,0.00876097025684938,0.00498865785259683,0.0125,0.02,0.02,0.335
0.00979209871542799,0.00553341531881742,0.00390672603241285,0.005,0.0105,0.007,0.216166666666667
0.0141712072012576,0.0097930021561,0.0077269516671061,0.02,0.022,0.029,0.364166666666667
0.0100512115526276,0.00678284235859015,0.00527457748575194,0.011,0.021,0.02,0.294666666666667
0.0154588024738655,0.0106123037442356,0.011332326205656,0.022,0.0225,0.0335,0.386166666666667
0.0150424891624729,0.00961924969819419,0.0103170752941997,0.0185,0.0255,0.03,0.368666666666667
0.0128824813188624,0.0116961412567619,0.008252999872683,0.016,0.021,0.0245,0.364
0.0109987312297814,0.00661785257136427,0.00582318662261136,0.008,0.018,0.0205,0.282
0.0135930759912494,0.00914082699226025,0.00717883208389057,0.0205,0.0245,0.024,0.366
0.0115623761009313,0.00803528441848278,0.00767223896508934,0.0215,0.025,0.028,0.361666666666667
0.00983913165142353,0.00642229153976781,0.00720580059538518,0.0165,0.021,0.0215,0.328
0.00544927591007292,0.00585961570064967,0.0051278396511913,0.0015,0.003,0.007,0.189
0.0124771740393306,0.00690658863006328,0.00595460719340569,0.009,0.0165,0.017,0.292833333333333
0.00977078987112683,0.00770161261487831,0.00500100926381958,0.0095,0.0175,0.017,0.289333333333333
0.0134009279503819,0.00753387868946383,0.00803441530004633,0.023,0.0235,0.026,0.364166666666667
0.00972401765083115,0.00641086176313511,0.00530855361404854,0.0105,0.008,0.01,0.264166666666667
0.00918597019000782,0.00587306921689206,0.00367868112316976,0.009,0.0125,0.019,0.279833333333333
0.00934190027344789,0.006608127825827,0.00617635611806285,0.0135,0.018,0.019,0.293333333333333
0.013933902599652,0.00580133334542488,0.00813753795372281,0.016,0.0225,0.0265,0.335666666666667
0.0137906900365401,0.00724764104365513,0.00685991727553551,0.0225,0.0245,0.0265,0.383
0.0138824104097331,0.00868054468610163,0.00838341222281345,0.017,0.019,0.0315,0.362833333333333
0.0123676413178133,0.00720953052902177,0.0067544983543177,0.013,0.029,0.0215,0.310833333333333
0.00698100015815113,0.00462588784841532,0.00332648973050759,0.002,0.0035,0.002,0.173333333333333
0.0136541877776874,0.00762734714079026,0.00564996164780755,0.0185,0.0245,0.026,0.33
0.0124541824114576,0.00706543375146147,0.00543176720313209,0.013,0.0165,0.0295,0.327166666666667
0.0123981694039371,0.00796967874266617,0.00694288814778388,0.017,0.017,0.021,0.336833333333333
0.0161921468618609,0.0096667411300497,0.0072301195604663,0.02,0.0215,0.0345,0.386166666666667
0.00879874683403186,0.00444705208631387,0.00449457536916932,0.006,0.0155,0.0135,0.2565
0.0124712045840371,0.00747154846924452,0.00669665339133631,0.0145,0.0225,0.023,0.339333333333333
0.00924175223179344,0.00643848983828036,0.0025795150277212,0.0035,0.0045,0.0065,0.196333333333333
0.00974727835746505,0.00630234742554454,0.00328783902369692,0.002,0.0065,0.006,0.192666666666667
0.010330308564426,0.00568000401772442,0.00599673367371211,0.01,0.0215,0.0205,0.29
0.0124001437650499,0.00537533026452263,0.00511694856210778,0.0105,0.0115,0.0205,0.277833333333333
0.0110149042193654,0.00865938024775541,0.0053439688202772,0.018,0.022,0.028,0.325833333333333
0.0130500910912565,0.00582180886941834,0.00519966165044025,0.013,0.015,0.015,0.294333333333333
0.0140880474638535,0.0109151471446184,0.010546753556781,0.021,0.022,0.027,0.380166666666667
0.0138075941417574,0.00897154675881678,0.00607667217767617,0.015,0.0215,0.02,0.329166666666667
0.0113063714859729,0.00681008838322618,0.00432544996790127,0.0125,0.015,0.0195,0.289166666666667
0.0116937246753428,0.00758817747411966,0.00569651101448471,0.011,0.0145,0.0165,0.287833333333333
0.0113293231068475,0.00734898490842047,0.00369806462530821,0.0135,0.0175,0.0155,0.292166666666667
0.0104272781620805,0.00843868342536861,0.00639060612099448,0.021,0.0225,0.0205,0.339666666666667
0.0142398289217989,0.0072028375186183,0.00855552133953493,0.018,0.025,0.0295,0.370833333333333
0.0133451509643209,0.00805228973319757,0.00727698135615125,0.0155,0.0285,0.0255,0.3585
0.0105647964529112,0.00717653018938733,0.00388178561555965,0.0065,0.0135,0.011,0.264
0.0115724533809814,0.00896728769856517,0.00728282404152732,0.0215,0.0215,0.026,0.3485
0.0147486544008079,0.0102764360611061,0.0088559026193217,0.019,0.0215,0.0215,0.354666666666667
0.00796293310059565,0.00901764673575675,0.00867988802567328,0.0185,0.0225,0.0295,0.350833333333333
0.011880703696837,0.00583814390673937,0.00270605943548626,0.01,0.01,0.0115,0.269666666666667
0.0136786718323125,0.00924010096468263,0.0073603156204073,0.0185,0.0245,0.03,0.356333333333333
0.0134490155210997,0.0101524406764495,0.00711754331925567,0.02,0.029,0.0255,0.346166666666667
0.00657739456056764,0.00320362594456209,0.00301259400772388,0.002,0.004,0.003,0.1725
0.00981246003309877,0.00352377632288347,0.0036617093427533,0.003,0.005,0.0035,0.184
0.00838946804128581,0.00687285429442491,0.00622566993657882,0.0105,0.013,0.0205,0.275333333333333
0.010798970919491,0.0048875373679736,0.00466623020701317,0.006,0.019,0.0185,0.276833333333333
0.0146132335134626,0.00952244854851384,0.0104674875289053,0.018,0.023,0.029,0.3785
